Generation,WalkingTime,ExposureTime,IsleOrder,WalkingPattern
0,183,5730,S->X->W->T->H->M->Q->G->E->A->F->O->J->Z->I->B->U->Y->V->R->C->P->D->N->K->L,H2V
0,163,7550,S->X->O->Z->D->H->U->G->Q->W->P->E->A->I->K->V->R->Y->M->F->N->T->C->L->B->J,ZgZg
0,169,6442,R->V->L->C->M->G->F->Y->Q->T->J->A->N->D->P->K->I->H->B->U->W->E->Z->O->X->S,V2H
0,183,5928,X->P->T->M->I->A->E->H->Q->F->Y->W->U->N->C->G->D->L->R->V->Z->B->K->J->S->O,V2H
0,207,5912,O->F->K->Y->Q->G->M->T->L->B->D->A->H->R->C->N->E->W->X->V->U->I->P->Z->S->J,H2V
0,169,7578,X->S->O->Z->D->H->U->G->Q->W->P->E->A->I->K->V->R->Y->M->F->N->T->C->L->B->J,ZgZg
0,173,7312,X->O->Z->D->H->U->Q->W->P->C->I->S->G->E->A->K->V->R->Y->M->F->N->T->L->B->J,ZgZg
0,177,6484,Z->X->J->F->A->K->B->D->H->Y->P->Q->W->M->N->C->O->E->V->I->R->L->U->G->S->T,V2H
0,177,6966,A->J->G->O->K->Y->S->Q->E->P->Z->W->T->X->M->H->I->C->D->R->V->L->F->N->B->U,ZgZg
0,181,6746,C->R->V->X->D->J->Q->G->S->N->E->Y->F->M->W->A->P->I->L->U->K->Z->B->H->T->O,V2H
0,193,6618,U->Y->O->D->X->I->V->G->Z->H->L->K->M->F->N->R->C->P->Q->E->S->B->W->T->A->J,ZgZg
0,191,6094,Z->H->G->T->B->J->O->I->W->M->C->F->D->Y->L->R->V->K->N->X->U->A->S->E->Q->P,ZgZg
0,189,6182,O->I->E->J->S->P->X->L->Y->W->F->C->T->Q->M->H->A->B->G->V->N->Z->D->U->K->R,V2H
0,193,5936,G->W->X->O->E->P->N->Q->J->Z->S->C->Y->A->M->L->I->B->D->U->T->H->F->K->V->R,V2H
0,203,6324,I->J->E->R->S->P->X->L->Y->W->F->C->T->Q->M->H->A->B->G->V->N->Z->D->U->K->O,V2H
0,177,8048,Y->U->T->W->Z->O->X->G->P->D->C->R->I->A->N->Q->E->S->K->V->J->L->H->M->B->F,ZgZg
0,179,6652,I->R->B->V->K->F->E->H->O->X->G->C->W->Z->P->Q->J->S->T->Y->U->A->M->N->D->L,V2H
0,177,6912,V->L->O->X->P->R->H->M->W->C->D->N->I->T->E->A->K->J->U->Z->Q->F->Y->B->S->G,H2V
0,189,6976,J->A->B->Q->E->Y->Z->N->H->W->P->S->G->U->C->K->L->F->T->R->V->I->D->X->O->M,V2H
0,177,8452,T->D->U->N->K->C->G->W->P->J->S->Q->E->M->R->L->A->O->Y->F->H->V->I->Z->X->B,H2V
0,183,7382,Q->I->R->B->V->K->F->E->H->O->X->G->C->W->Z->P->S->J->T->Y->U->A->M->N->D->L,ZgZg
0,185,7180,R->V->L->C->M->G->F->Y->D->Q->T->J->A->N->W->P->K->I->H->B->U->E->Z->O->X->S,V2H
0,183,7966,B->A->F->Y->M->C->E->Q->X->Z->U->K->I->J->W->P->O->V->H->T->N->S->G->D->R->L,ZgZg
0,213,6698,M->Y->Z->F->L->E->R->K->J->V->H->D->C->P->W->G->Q->B->I->A->T->U->N->X->O->S,V2H
0,217,6744,G->L->E->Z->D->X->P->A->T->U->C->B->M->I->Q->W->S->F->Y->R->O->K->V->H->N->J,ZgZg
0,205,6800,V->O->F->K->Y->Q->Z->P->G->M->T->I->L->B->D->A->H->R->C->N->E->X->U->W->S->J,ZgZg
0,201,7154,U->I->T->F->R->E->D->L->Z->B->V->H->W->C->A->Y->Q->P->J->O->M->N->K->S->X->G,H2V
0,209,7010,X->F->D->I->B->O->P->T->J->A->N->R->Z->V->L->E->G->C->U->W->H->M->Y->K->S->Q,V2H
0,207,7024,Q->N->Z->Y->F->T->H->B->E->O->K->A->L->I->D->W->U->V->P->S->X->J->G->C->R->M,V2H
0,183,6696,D->H->A->U->M->Z->O->G->L->K->V->Q->W->T->N->S->I->C->X->R->F->Y->E->B->P->J,V2H
0,197,7186,G->U->H->Z->Q->J->O->I->W->M->C->F->D->Y->L->R->V->K->N->A->X->B->T->P->E->S,V2H
0,191,7272,D->I->U->F->H->N->W->V->Y->L->A->J->C->B->M->K->G->O->R->P->E->Q->T->Z->S->X,ZgZg
0,189,7938,L->N->Z->A->D->U->E->X->T->C->K->V->F->H->Q->I->W->J->O->G->R->Y->P->B->M->S,V2H
0,191,7382,Z->E->S->W->T->H->V->J->D->U->K->L->R->X->G->N->Q->A->F->Y->M->O->B->I->C->P,H2V
0,183,8484,V->M->Y->B->P->L->I->K->N->C->U->W->G->E->Z->O->S->T->Q->R->A->J->D->H->F->X,V2H
0,185,8078,T->Q->W->P->C->X->S->G->I->L->B->H->J->Z->E->U->V->M->D->A->F->R->Y->K->O->N,ZgZg
0,189,8044,F->X->Z->N->O->T->D->L->M->V->I->J->E->G->S->A->B->W->R->K->U->C->H->P->Q->Y,V2H
0,191,7396,Y->H->M->F->R->J->N->B->T->O->K->W->Q->P->C->S->D->U->X->Z->V->I->A->L->G->E,H2V
0,187,8412,L->S->U->B->F->M->I->Z->W->H->Y->K->V->A->Q->P->N->X->T->G->R->D->J->E->O->C,ZgZg
