Generation,WalkingTime,ExposureTime,IsleOrder,WalkingPattern
0,167,7586,M->R->L->I->A->C->W->X->Z->K->G->S->O->F->B->V->D->P->Q->E->T->N->U->H->Y->J,H2V
0,171,5462,A->Q->W->F->H->I->R->D->N->X->U->Y->B->K->J->P->S->E->T->Z->L->C->V->M->G->O,V2H
0,175,5276,K->M->Q->A->B->F->L->U->E->P->Z->O->V->C->T->W->S->X->R->Y->H->D->I->N->J->G,V2H
0,185,5210,X->F->P->K->V->W->I->M->H->U->C->Z->T->Q->A->N->Y->B->D->R->L->O->E->J->S->G,H2V
0,169,7142,B->D->Y->Q->J->C->I->M->K->X->O->G->E->F->A->W->T->P->U->S->H->R->V->L->Z->N,ZgZg
0,167,7586,M->R->L->I->A->C->W->X->Z->K->G->S->O->F->B->V->D->P->Q->E->T->N->U->H->Y->J,H2V
0,167,7586,M->R->L->I->A->C->W->X->Z->K->G->S->O->F->B->V->D->P->Q->E->T->N->U->H->Y->J,H2V
0,173,6674,I->Z->C->A->Y->F->T->S->D->K->V->Q->H->R->L->U->G->E->M->W->X->O->N->P->B->J,V2H
0,179,5706,H->F->W->E->Z->T->U->Q->D->A->N->M->Y->V->O->S->K->L->C->B->R->I->P->G->X->J,H2V
0,189,6598,D->L->K->T->X->V->Y->E->B->C->Z->O->G->R->P->J->W->S->Q->I->N->M->F->H->A->U,H2V
0,173,7658,N->Z->L->V->R->H->S->U->P->T->W->A->F->E->G->O->X->K->M->I->C->J->Q->Y->D->B,ZgZg
0,173,6858,H->F->W->E->Z->U->Q->D->A->N->M->Y->V->O->S->K->L->C->B->R->I->T->P->G->X->J,ZgZg
0,179,6608,M->L->K->Q->P->A->B->F->V->C->T->O->W->S->X->R->Z->Y->H->D->U->I->N->J->G->E,H2V
0,179,8208,Y->B->K->R->V->M->Q->C->J->D->U->Z->G->O->X->F->P->I->L->A->H->W->N->E->S->T,H2V
0,183,7068,Y->J->Q->Z->S->P->E->D->M->A->N->V->R->L->K->U->B->X->T->W->F->C->I->H->O->G,ZgZg
0,173,7414,Q->P->A->M->F->B->K->L->U->R->Y->D->V->C->T->O->W->S->X->Z->H->I->N->J->G->E,H2V
0,177,7184,P->A->V->U->X->W->C->I->O->G->J->S->L->N->K->R->B->D->Y->T->E->M->F->Q->H->Z,H2V
0,187,7246,S->A->C->I->V->U->P->T->G->R->O->M->W->D->Z->X->H->F->Y->B->N->L->K->J->Q->E,ZgZg
0,199,6616,S->C->Z->H->X->G->J->A->W->I->D->Y->L->E->F->M->B->K->R->U->Q->V->N->O->P->T,V2H
0,185,7532,F->Y->O->Z->G->P->B->H->W->T->E->X->I->N->U->K->D->L->J->Q->S->A->V->C->M->R,V2H
0,177,7294,A->I->F->Y->E->T->Q->P->X->J->R->M->K->B->H->Z->C->W->O->U->N->V->L->S->G->D,V2H
0,189,7444,A->G->E->H->R->N->Y->J->M->W->Q->U->Z->I->X->O->S->D->T->P->C->F->K->L->V->B,ZgZg
0,191,7246,Z->I->N->Q->P->C->L->E->X->T->O->U->J->A->G->S->Y->M->H->R->B->K->V->F->W->D,H2V
0,189,8340,K->C->M->D->N->V->I->O->X->U->A->B->L->Y->W->Q->Z->E->F->H->G->T->S->P->J->R,V2H
0,191,8384,A->J->E->T->W->H->B->F->N->C->I->K->V->O->G->M->D->U->Q->P->L->S->R->X->Z->Y,V2H
0,237,8920,Z->N->U->J->D->M->T->F->R->C->W->S->P->I->L->E->K->Q->G->B->H->Y->X->O->V->A,H2V
0,231,8872,M->J->C->V->H->R->G->B->N->Y->K->A->U->I->D->Q->Z->F->E->O->L->P->X->T->S->W,V2H
0,255,10826,S->O->F->C->Z->X->W->J->K->Y->R->T->I->B->N->H->D->U->M->A->P->E->V->Q->G->L,V2H
0,227,8430,E->A->I->F->Y->P->X->J->R->Q->M->K->T->B->H->Z->C->W->O->U->N->V->L->S->G->D,V2H
0,265,10340,U->S->E->R->Q->D->C->I->J->M->X->A->Z->W->N->G->K->T->O->H->L->F->B->P->Y->V,H2V
0,221,8572,H->T->L->S->P->X->G->V->M->C->E->Y->W->I->Q->D->U->Z->N->F->B->R->O->A->K->J,ZgZg
0,235,9170,H->T->L->S->P->X->G->V->M->C->E->Y->W->I->Q->U->Z->N->F->B->R->O->A->K->J->D,V2H
0,219,7710,F->C->T->E->Z->S->O->I->U->M->V->Y->W->G->R->J->X->D->K->Q->H->B->L->P->N->A,V2H
0,209,7766,O->J->Q->T->C->E->F->P->S->N->M->U->B->I->R->H->A->D->W->K->L->G->X->Z->V->Y,H2V
0,257,8286,G->F->P->K->A->V->W->L->Y->D->X->U->H->B->N->M->Z->Q->I->J->O->C->R->S->E->T,V2H
0,209,7204,V->P->Z->W->A->Q->X->M->U->R->G->O->I->T->J->L->H->D->N->Y->C->K->B->F->S->E,H2V
0,211,9028,A->C->N->H->U->I->Q->B->M->S->O->J->G->P->F->R->K->W->E->Y->X->D->L->V->T->Z,V2H
0,201,6936,E->V->C->T->O->Q->J->S->N->M->U->B->I->R->H->A->W->P->D->K->L->G->X->Z->F->Y,V2H
0,223,8428,D->P->F->C->R->O->J->Y->W->E->L->X->G->V->H->K->M->U->B->Q->T->A->Z->I->S->N,V2H
0,235,8564,G->N->L->V->Y->C->B->T->R->P->O->M->J->X->F->H->U->K->Q->Z->I->S->D->A->E->W,ZgZg
0,219,7300,X->F->K->A->U->I->M->H->T->V->B->C->Y->Z->D->L->O->E->Q->J->P->N->W->R->S->G,V2H
0,235,9986,V->C->Z->Q->P->E->X->S->K->D->G->F->H->R->Y->J->U->O->A->M->I->L->N->T->W->B,H2V
0,215,8180,C->N->H->I->Q->S->R->W->E->X->V->T->Z->K->B->A->F->D->J->G->U->Y->L->M->P->O,H2V
0,219,8302,S->C->X->R->W->D->L->U->E->P->Z->O->H->K->F->V->I->N->G->B->T->J->A->Q->Y->M,V2H
0,217,9250,V->B->Z->R->Y->U->I->L->A->H->F->T->N->X->P->C->E->W->S->Q->J->M->O->K->G->D,V2H
0,229,8230,Z->E->C->G->M->D->S->Y->K->B->R->V->J->W->F->O->P->X->U->L->A->T->H->Q->N->I,H2V
0,225,7808,O->B->F->P->H->I->M->D->Q->W->S->T->C->A->R->V->Y->N->E->L->X->J->U->K->Z->G,V2H
0,201,7786,O->U->V->G->A->X->C->I->P->W->J->S->L->N->K->R->B->D->Y->T->E->M->F->Q->H->Z,H2V
0,209,10446,C->Q->D->I->U->B->R->M->E->G->X->N->V->Z->J->H->L->F->A->K->W->O->P->T->S->Y,ZgZg
0,225,9392,U->X->K->L->R->Y->P->W->E->N->O->J->M->T->Z->S->H->D->G->F->A->Q->B->I->C->V,H2V
0,217,8076,Z->I->Q->P->C->E->X->T->O->A->G->S->Y->N->U->K->D->L->J->M->H->R->B->V->F->W,H2V
0,219,8674,W->D->R->T->H->Z->Y->X->Q->F->M->P->U->G->L->N->B->I->K->A->E->C->V->O->J->S,H2V
0,215,10034,G->X->S->Z->A->H->M->R->O->N->Y->B->I->P->V->E->L->F->W->Q->C->D->J->T->K->U,ZgZg
0,257,12192,O->F->A->J->B->D->S->N->X->E->K->Q->R->T->V->I->P->W->G->Z->U->Y->C->M->H->L,ZgZg
0,233,8382,I->M->W->N->P->U->S->V->B->H->O->A->Q->J->X->F->K->G->C->R->D->L->Y->Z->T->E,H2V
0,219,10374,U->S->Z->W->X->N->R->G->J->K->E->T->C->O->D->A->H->L->M->F->B->P->Y->I->V->Q,ZgZg
0,237,9928,Y->I->P->J->K->Q->G->O->Z->E->L->T->B->V->N->C->F->W->R->D->A->M->S->X->H->U,ZgZg
0,213,10402,C->D->N->R->V->L->T->X->U->A->M->F->I->G->Z->W->K->O->H->S->Y->Q->P->J->E->B,ZgZg
0,209,7896,H->K->B->J->X->L->E->G->N->Y->V->R->A->C->T->S->W->Q->D->M->I->P->F->Z->U->O,V2H
0,227,10210,Y->C->G->L->K->R->U->J->Z->E->D->I->T->Q->A->N->F->B->W->S->V->M->P->X->H->O,V2H
0,223,8748,F->X->S->U->O->G->C->J->Z->E->D->I->T->Q->A->N->Y->B->K->P->L->V->W->M->R->H,V2H
0,199,7944,J->S->Q->T->H->P->B->X->U->Z->D->C->N->A->W->K->Y->O->E->M->I->F->L->V->R->G,H2V
0,189,6924,T->S->I->J->U->H->Y->V->K->X->O->G->E->F->A->W->B->Z->D->P->N->R->Q->M->L->C,V2H
