Generation,WalkingTime,ExposureTime,IsleOrder,WalkingPattern
0,171,5298,E->T->C->U->D->W->P->J->N->F->R->H->Q->A->S->X->I->M->V->L->K->B->Y->Z->O->G,H2V
0,173,5284,B->A->W->Y->H->T->O->F->I->L->V->M->N->U->P->Q->C->D->R->K->X->Z->S->J->G->E,V2H
0,173,5596,Y->H->I->X->P->O->D->N->G->T->Q->W->Z->L->K->C->A->F->M->S->J->E->B->V->U->R,V2H
0,187,6004,O->V->N->Y->D->L->K->I->C->T->A->B->F->W->H->R->U->X->Z->P->G->S->E->M->J->Q,V2H
0,177,6274,V->F->R->M->L->I->W->P->S->N->A->H->D->Y->K->U->G->X->T->Q->E->B->C->Z->J->O,V2H
0,203,7592,I->Z->H->X->U->S->T->L->A->N->Y->R->G->D->C->F->K->V->B->M->P->O->E->Q->J->W,H2V
0,203,7752,Z->W->Y->G->U->R->V->P->T->B->N->O->K->L->X->I->Q->H->A->M->F->J->D->C->S->E,H2V
0,209,8138,B->W->F->J->Y->D->Z->V->P->C->N->L->G->T->Q->U->I->S->X->H->M->A->E->R->K->O,V2H
0,237,10592,Y->N->H->M->E->K->F->J->V->P->X->S->Q->R->D->B->I->G->U->O->Z->C->W->A->L->T,ZgZg
0,243,10928,Y->U->R->S->T->P->A->N->K->X->B->L->I->J->D->Q->C->O->G->H->W->Z->M->E->V->F,V2H
0,231,9734,L->H->C->E->T->A->U->W->D->M->O->F->Q->V->S->X->I->R->B->G->Z->J->N->K->Y->P,V2H
0,213,8050,X->A->M->S->L->Z->C->R->B->W->Y->H->P->N->I->F->D->J->G->O->U->T->K->V->E->Q,V2H
0,209,10200,H->X->F->Y->P->I->O->U->T->J->E->N->V->K->R->S->C->B->Q->M->L->G->D->Z->A->W,ZgZg
0,235,8958,B->A->T->I->Q->M->O->X->R->S->C->P->H->N->Y->L->E->J->W->V->K->F->G->U->Z->D,V2H
0,205,8346,D->T->C->I->M->Z->K->R->U->W->Y->F->E->L->J->G->S->B->A->P->X->N->Q->H->V->O,V2H
0,203,7994,I->B->Y->O->L->X->E->G->J->P->U->M->H->C->D->S->T->R->Q->W->A->N->V->Z->K->F,V2H
0,255,11554,Q->T->X->Y->C->K->O->H->N->D->B->Z->L->A->W->F->G->P->S->U->V->J->R->E->M->I,V2H
0,231,9832,O->N->M->G->Y->E->Q->J->U->A->F->X->D->R->K->S->B->P->W->C->L->H->V->I->T->Z,H2V
0,209,7572,W->M->J->S->V->Z->L->B->K->X->F->C->T->E->U->D->A->O->Y->R->H->Q->P->I->N->G,V2H
0,225,8850,O->E->P->G->M->B->K->Z->N->W->Y->X->U->Q->V->C->J->H->F->R->D->A->T->S->I->L,V2H
0,205,9762,B->P->H->D->C->K->T->G->X->S->Q->E->O->F->J->A->W->Z->Y->R->I->L->U->V->M->N,ZgZg
0,207,9660,K->H->V->X->B->R->F->E->J->G->P->T->W->I->C->Z->U->O->S->L->Q->M->D->N->A->Y,ZgZg
0,207,7896,W->A->Z->D->G->L->F->M->H->Q->B->C->S->R->Y->K->X->V->N->E->J->T->U->O->I->P,H2V
0,215,7670,D->E->O->N->J->F->V->Y->R->P->L->M->H->W->Q->K->B->S->C->U->X->A->I->T->Z->G,H2V
0,221,9800,A->D->H->J->P->W->I->L->S->V->G->E->T->U->M->R->N->X->K->F->Q->Z->B->Y->O->C,V2H
0,235,9110,L->D->F->J->K->Y->T->V->E->O->G->Q->B->M->N->Z->C->H->U->W->A->S->X->R->P->I,V2H
0,225,8730,X->O->T->B->A->F->V->S->N->G->W->D->U->Q->P->Y->L->K->R->C->H->I->E->J->Z->M,V2H
0,225,9248,M->Z->D->H->K->Q->O->F->E->T->W->V->B->Y->R->N->S->L->X->G->C->J->U->P->A->I,H2V
0,207,8700,F->L->B->W->S->D->E->Y->J->T->N->X->P->O->R->A->G->Z->I->V->K->U->H->Q->C->M,H2V
0,217,9172,L->H->R->Z->C->J->Q->X->W->M->K->G->I->N->P->E->U->T->Y->F->D->B->S->O->V->A,H2V
0,209,9034,G->O->R->B->Z->Q->U->A->L->P->V->I->M->F->K->D->E->N->X->C->T->H->Y->W->S->J,ZgZg
0,235,9386,T->A->O->P->S->L->C->M->G->E->D->F->Z->V->Y->B->H->J->R->U->I->X->K->W->N->Q,V2H
0,237,8914,E->B->O->M->J->Y->C->D->A->S->P->L->R->H->N->W->Q->Z->F->K->I->X->T->G->U->V,H2V
0,227,10798,B->N->D->Z->L->Y->T->Q->U->C->G->I->F->R->J->K->V->M->S->H->O->E->P->X->W->A,ZgZg
0,199,10566,Y->C->N->R->U->P->B->H->O->X->G->L->K->J->W->T->Z->D->A->Q->E->M->S->V->I->F,ZgZg
0,219,12140,L->R->I->X->P->O->D->N->G->T->Q->W->Z->Y->H->K->S->U->A->C->V->E->M->F->J->B,ZgZg
0,201,7862,M->D->Z->W->P->V->C->A->L->S->X->U->N->F->R->J->O->G->E->Q->K->H->T->Y->B->I,H2V
0,223,9520,H->Z->P->N->M->R->L->I->S->C->W->V->X->J->K->B->T->O->Q->F->D->E->Y->U->A->G,H2V
0,219,9054,M->U->G->W->X->B->L->I->T->Q->S->V->Y->F->D->R->J->C->A->N->Z->E->P->K->H->O,H2V
0,215,8888,Q->G->H->D->C->U->F->Y->K->X->I->R->E->O->Z->W->L->B->J->P->S->A->V->M->N->T,H2V
0,219,8914,F->N->Y->R->K->Q->A->V->U->I->T->G->Z->S->H->E->W->P->B->M->X->O->L->J->C->D,V2H
0,211,8620,I->R->Z->C->Q->S->J->K->W->N->P->D->B->V->E->A->Y->T->M->F->U->X->H->L->O->G,V2H
0,231,9832,V->M->A->S->L->W->E->P->X->H->C->I->Z->N->O->Y->U->T->J->Q->R->B->F->G->K->D,ZgZg
0,233,8916,L->W->Y->B->A->N->S->H->R->O->Q->J->M->C->P->I->D->U->F->K->G->E->Z->T->V->X,V2H
0,219,8928,D->A->M->F->C->U->V->R->J->P->H->T->B->I->E->N->Z->O->L->X->Y->W->K->G->S->Q,V2H
0,181,6876,V->F->R->M->L->I->W->P->Z->S->N->A->H->D->Y->K->U->G->X->T->Q->E->B->C->J->O,H2V
0,219,8486,S->K->V->J->C->L->Y->O->E->Z->P->F->N->D->H->B->T->Q->U->R->M->A->I->W->G->X,ZgZg
0,215,7818,F->E->V->L->Z->H->I->X->K->D->W->Q->C->A->J->B->U->T->P->N->O->Y->M->R->G->S,H2V
0,223,8480,P->Z->B->G->J->M->R->T->S->D->Y->L->Q->X->V->F->O->E->W->A->K->C->U->I->N->H,V2H
0,237,9030,B->R->E->W->S->Z->L->Q->C->V->Y->P->M->X->J->I->U->T->O->N->H->D->G->K->F->A,H2V
0,211,9428,D->M->V->C->L->R->Z->F->K->W->Q->A->B->P->H->U->J->E->N->Y->O->S->G->X->T->I,H2V
0,211,8620,I->R->Z->C->Q->S->J->K->W->N->P->D->B->V->E->A->Y->T->M->F->U->X->H->L->O->G,V2H
0,237,8454,S->W->L->Q->N->U->Z->A->D->G->H->F->T->J->C->R->I->Y->V->X->O->B->P->E->K->M,V2H
0,193,6286,Z->Y->F->V->R->P->E->A->B->H->T->C->L->K->D->X->O->N->G->S->I->M->W->U->Q->J,V2H
0,213,7500,C->N->J->O->U->Q->S->E->V->H->K->I->L->P->R->A->X->B->D->F->Y->M->T->Z->W->G,V2H
0,251,10372,T->I->E->M->S->O->B->H->J->X->A->F->V->Q->G->L->D->C->R->P->U->W->K->N->Z->Y,ZgZg
0,219,8942,R->G->H->D->B->W->Z->X->S->P->N->V->F->T->A->K->Y->L->U->Q->C->J->O->E->M->I,H2V
0,219,8738,W->X->T->C->H->N->Q->A->E->J->Z->Y->G->B->F->R->L->O->I->S->D->V->K->U->M->P,ZgZg
0,223,9298,P->S->G->I->L->J->T->K->W->Q->A->Y->R->E->D->O->X->V->N->C->H->B->Z->M->U->F,V2H
0,215,8178,V->J->Y->X->W->P->Q->D->H->L->A->G->U->B->M->F->I->R->N->C->O->T->E->S->K->Z,ZgZg
0,211,7770,Y->I->C->V->D->O->T->S->B->P->J->W->N->Z->F->R->L->M->K->Q->G->X->U->A->E->H,V2H
0,195,7188,U->C->J->H->L->B->S->Z->R->V->Y->M->A->Q->T->N->I->F->G->D->W->E->K->P->O->X,V2H
0,217,8006,T->Z->L->R->H->C->A->O->B->F->D->S->G->W->Y->M->V->Q->K->N->E->J->U->X->I->P,H2V
0,215,8230,Z->B->J->U->C->N->Q->S->E->V->H->K->I->L->P->R->A->X->G->W->M->D->F->Y->T->O,H2V
0,219,8928,D->A->M->F->C->U->V->R->J->P->H->T->B->I->E->N->Z->O->L->X->Y->W->K->G->S->Q,V2H
0,227,9126,F->N->Y->L->B->Q->O->E->R->K->A->V->U->I->T->G->Z->S->H->W->P->M->X->J->C->D,V2H
0,229,8774,C->G->U->Q->M->X->B->Y->R->I->P->V->N->S->T->E->A->W->L->D->O->J->Z->F->K->H,H2V
0,223,9298,P->S->G->I->L->J->T->K->W->Q->A->Y->R->E->D->O->X->V->N->C->H->B->Z->M->U->F,V2H
0,177,6148,B->V->N->Q->F->X->O->G->T->H->E->J->M->Z->K->R->I->D->C->L->W->A->Y->P->U->S,H2V
0,193,7094,B->S->W->Y->H->T->O->F->I->L->V->M->N->U->P->Q->C->D->R->K->X->Z->G->E->J->A,V2H
0,219,7676,V->S->F->L->R->N->X->I->Q->W->K->H->A->Y->P->T->C->U->Z->D->O->B->E->M->J->G,V2H
0,215,8384,E->U->P->Y->N->A->J->Q->W->C->D->S->L->B->M->R->X->H->V->I->F->K->G->T->Z->O,ZgZg
0,209,8138,B->W->F->J->Y->D->Z->V->P->C->N->L->G->T->Q->U->I->S->X->H->M->A->E->R->K->O,V2H
0,207,7942,P->Z->L->X->S->Y->H->E->T->I->U->D->F->K->C->N->O->Q->J->B->V->M->G->W->A->R,H2V
0,205,7410,O->V->N->Y->D->L->K->C->T->A->B->F->W->H->R->U->X->Z->P->G->S->E->M->J->I->Q,V2H
0,233,9556,L->G->S->V->J->F->R->U->P->Q->C->X->O->I->A->Y->W->D->K->Z->T->M->E->B->N->H,V2H
0,249,11046,P->U->X->A->H->C->S->L->O->M->J->Y->G->T->R->B->W->D->I->E->Q->N->V->Z->K->F,V2H
0,207,7724,N->G->Y->Z->I->P->X->L->V->F->H->W->R->U->M->A->D->O->K->C->E->S->J->Q->T->B,V2H
0,219,8728,Z->G->J->X->O->C->Y->V->P->U->Q->F->S->M->A->B->I->E->N->H->K->R->L->W->T->D,H2V
0,235,7650,H->I->E->B->R->F->Z->J->X->N->Q->Y->G->L->S->A->O->P->D->V->U->C->K->M->T->W,V2H
0,239,9222,V->J->F->A->H->Q->L->D->U->R->Z->C->E->P->G->Y->T->N->W->X->S->B->O->I->K->M,V2H
0,225,7904,O->R->H->G->M->Z->N->K->C->F->V->X->E->A->U->L->J->I->Y->B->D->W->S->T->P->Q,V2H
0,219,9122,R->K->F->T->S->E->B->M->P->O->X->V->Y->I->C->J->H->G->D->A->Z->U->N->Q->L->W,V2H
0,207,9660,K->H->V->X->B->R->F->E->J->G->P->T->W->I->C->Z->U->O->S->L->Q->M->D->N->A->Y,ZgZg
0,235,10174,P->Z->O->M->R->T->S->D->Y->Q->B->E->N->J->G->L->X->V->F->W->A->K->C->U->I->H,ZgZg
0,215,9380,W->R->D->M->F->G->L->I->K->H->B->O->S->X->P->J->Y->N->U->C->Z->E->A->Q->T->V,V2H
0,213,9468,H->A->Z->N->S->G->K->C->T->F->P->O->B->D->X->Y->R->Q->E->M->W->J->L->V->I->U,H2V
0,203,7450,V->Y->J->S->G->Z->K->X->L->F->B->P->D->N->E->A->R->O->U->W->T->Q->H->C->I->M,V2H
0,201,7636,I->O->X->G->J->F->L->V->E->K->Z->R->W->N->H->A->Q->P->T->S->M->U->D->C->B->Y,V2H
