Generation,WalkingTime,ExposureTime,IsleOrder,WalkingPattern
0,153,6050,U->K->H->Y->R->I->N->J->X->A->F->M->L->C->G->S->B->D->V->Z->O->P->W->Q->E->T,ZgZg
0,179,5816,O->D->E->M->H->V->Z->C->L->R->I->T->W->J->P->Q->U->G->X->N->K->A->F->Y->B->S,V2H
0,177,6046,P->I->A->Z->Q->G->X->S->E->O->J->L->N->V->F->H->Y->U->K->R->B->C->M->W->T->D,V2H
0,167,7398,J->C->L->H->D->W->G->O->I->T->E->S->Q->A->B->K->M->F->Y->P->R->Z->N->V->U->X,ZgZg
0,169,7224,U->K->H->Y->W->Q->R->I->N->J->X->A->F->M->L->C->G->S->B->D->V->Z->O->E->T->P,ZgZg
0,175,6282,Z->A->X->S->E->P->W->M->C->D->G->O->Q->N->K->R->Y->V->L->U->I->H->F->B->J->T,ZgZg
0,171,7326,U->K->H->Y->W->Q->R->I->N->J->X->A->F->M->L->C->G->S->B->D->V->Z->O->P->E->T,ZgZg
0,183,6826,T->Q->S->A->H->D->B->N->I->P->E->J->W->F->M->G->R->Y->K->Z->C->L->X->V->U->O,V2H
0,185,5942,F->M->O->D->I->U->L->Z->Y->R->K->G->E->H->Q->W->J->T->X->S->P->N->A->C->V->B,V2H
0,181,7176,R->B->K->A->Q->P->O->D->I->C->H->Z->X->N->V->W->S->J->T->U->E->F->Y->M->L->G,V2H
0,191,5982,E->M->Z->L->Y->F->W->H->D->U->Q->X->S->K->R->P->O->T->N->V->B->A->I->C->J->G,V2H
0,179,7352,W->H->D->L->C->U->K->A->T->J->G->M->F->Y->E->O->R->I->N->P->Z->S->X->Q->V->B,H2V
0,205,6502,Q->S->K->J->P->H->W->B->U->F->M->I->A->O->T->G->X->C->L->Y->D->R->V->N->Z->E,V2H
0,175,7714,S->B->Y->F->Q->A->K->U->N->X->G->P->J->W->T->I->R->L->C->Z->V->H->M->E->D->O,V2H
0,183,7262,B->V->C->A->N->P->J->S->X->W->Q->H->E->G->K->R->Y->Z->L->U->I->D->O->M->F->T,V2H
0,193,6576,H->K->P->Y->W->Q->G->A->U->N->S->J->X->I->C->R->Z->T->D->E->O->V->B->F->M->L,H2V
0,177,7082,Y->A->M->W->F->D->H->Q->G->X->S->E->O->L->J->R->P->K->V->B->C->U->N->Z->I->T,V2H
0,185,7198,A->B->V->H->F->R->D->T->I->C->P->M->E->Y->W->X->O->G->U->N->Z->S->Q->K->L->J,ZgZg
0,191,6916,E->T->G->M->O->W->Z->B->F->Y->C->D->N->U->J->S->Q->K->V->R->L->X->P->I->A->H,ZgZg
0,187,6238,K->D->T->Q->S->N->V->Y->B->E->J->X->U->W->M->C->H->F->R->L->O->G->Z->A->I->P,V2H
0,195,6820,Q->O->K->F->J->H->Y->P->W->I->V->B->L->M->R->G->C->A->E->D->U->N->T->X->Z->S,ZgZg
0,185,7420,K->D->W->E->T->Q->O->P->Z->U->N->I->S->J->X->V->M->G->H->R->B->C->A->L->Y->F,V2H
0,217,6574,E->L->Q->C->V->K->Y->I->W->R->Z->X->A->D->B->O->P->N->S->U->H->F->M->T->G->J,H2V
0,191,6944,T->P->G->K->V->Y->A->N->E->S->J->R->M->B->X->L->C->Z->D->O->Q->W->F->H->U->I,H2V
0,207,6760,X->W->J->P->E->H->Y->I->T->A->C->V->L->B->U->O->N->M->D->F->Z->Q->K->R->S->G,V2H
0,187,7886,M->X->G->O->Z->N->I->E->Y->A->D->K->L->C->P->U->V->H->S->B->F->T->Q->J->R->W,H2V
0,187,6824,M->A->V->Y->I->Q->E->P->O->Z->W->N->H->C->B->F->L->D->T->X->J->U->K->R->S->G,V2H
0,199,6982,M->I->Q->E->V->P->O->Z->W->N->H->C->A->B->F->L->D->Y->T->X->J->U->K->R->S->G,V2H
0,189,8838,F->T->E->Y->D->X->Q->P->H->A->R->L->I->O->Z->N->U->K->M->W->G->B->S->J->V->C,ZgZg
0,195,7174,Z->C->Y->K->V->A->O->E->I->U->L->D->R->N->J->S->W->T->F->B->M->G->P->H->Q->X,V2H
0,189,9178,U->L->R->Y->P->N->J->X->K->W->T->S->G->M->F->H->V->C->O->I->Z->D->B->E->Q->A,ZgZg
0,199,7130,E->F->A->V->M->B->S->X->O->P->N->D->Z->U->K->G->T->I->Y->H->C->W->Q->J->L->R,H2V
0,195,7460,B->H->T->E->F->P->N->X->S->Z->O->R->Y->D->M->U->Q->L->V->C->K->I->G->W->A->J,V2H
