Generation,WalkingTime,ExposureTime,IsleOrder,WalkingPattern
0,179,5666,I->T->P->X->D->L->Q->E->B->A->N->W->O->G->J->S->C->Z->R->K->V->U->Y->F->H->M,H2V
0,177,5770,R->A->C->E->S->G->L->O->X->Z->U->D->I->H->B->P->K->V->F->M->Q->W->T->Y->N->J,V2H
0,171,7044,I->R->M->K->A->L->W->T->Q->Y->B->P->C->J->G->O->Z->F->H->D->U->X->N->V->S->E,V2H
0,175,6636,F->W->A->D->Z->O->L->K->C->V->Y->H->M->N->I->J->B->T->Q->S->U->R->P->X->E->G,H2V
0,179,5666,I->T->P->X->D->L->Q->E->B->A->N->W->O->G->J->S->C->Z->R->K->V->U->Y->F->H->M,H2V
0,179,5666,I->T->P->X->D->L->Q->E->B->A->N->W->O->G->J->S->C->Z->R->K->V->U->Y->F->H->M,H2V
0,193,5876,U->K->J->H->I->R->O->Q->P->B->V->M->E->W->T->Y->L->N->D->C->A->F->X->G->Z->S,H2V
0,181,7490,K->C->U->T->A->F->W->Z->D->V->N->Y->R->J->E->Q->B->M->S->P->L->H->I->O->X->G,ZgZg
0,185,6750,T->O->X->A->D->N->Z->V->Q->W->H->Y->P->F->E->J->G->L->K->B->U->S->I->C->R->M,ZgZg
0,175,7332,C->X->P->L->J->Z->U->I->V->K->B->D->F->M->W->Y->T->A->H->N->S->Q->E->G->R->O,ZgZg
0,177,6890,H->P->J->Z->Q->W->T->O->M->R->V->N->K->L->D->F->S->E->A->U->I->X->C->B->Y->G,H2V
0,191,6120,R->A->C->E->S->G->L->O->X->Z->B->P->U->V->D->I->H->M->Q->W->T->Y->K->F->N->J,V2H
0,185,7040,Y->Q->E->N->H->M->P->B->A->O->Z->K->S->G->V->R->I->L->F->U->W->T->C->D->X->J,V2H
0,181,5850,K->C->U->T->A->F->W->Z->D->V->N->Y->R->J->E->Q->B->M->S->P->L->H->I->O->X->G,V2H
0,191,6584,G->W->H->J->P->L->B->C->V->U->T->Z->D->E->Q->O->N->Y->F->A->I->R->M->K->X->S,H2V
0,187,7338,C->F->U->N->V->R->W->T->E->A->G->Y->Q->Z->X->J->M->K->I->O->S->L->H->B->D->P,V2H
0,187,7656,F->W->A->D->Z->O->L->K->C->V->J->T->Y->H->M->N->B->I->Q->S->U->R->P->X->E->G,H2V
0,199,6558,C->Y->T->V->D->R->H->F->B->P->A->Q->X->Z->E->W->M->G->S->L->K->O->N->U->I->J,ZgZg
0,191,6688,V->I->L->W->J->Q->G->E->M->Z->R->K->X->N->C->Y->A->P->S->D->B->F->T->H->U->O,ZgZg
0,187,7860,A->C->J->S->N->T->G->L->O->I->Z->X->W->E->Y->D->U->P->Q->H->M->V->F->R->B->K,ZgZg
0,185,6682,T->O->X->A->D->N->Z->V->Q->W->H->P->F->E->J->G->L->K->B->U->S->I->C->M->Y->R,H2V
0,189,5886,U->I->R->J->O->K->Q->H->P->B->V->M->E->W->T->Y->L->N->D->C->A->F->X->G->Z->S,H2V
0,183,6820,I->C->J->X->O->Y->N->S->W->M->F->D->B->K->V->G->Z->L->H->U->P->R->A->T->Q->E,V2H
0,187,6032,A->E->G->F->Z->W->L->B->I->R->C->S->O->X->P->U->V->D->H->M->Q->T->Y->K->N->J,ZgZg
0,191,6890,O->G->K->V->N->H->C->S->L->Y->F->R->B->Z->D->U->W->I->P->J->T->M->A->X->E->Q,V2H
0,193,6810,C->W->G->D->U->A->O->L->B->I->F->K->N->Y->T->Q->J->E->Z->V->R->H->M->X->P->S,H2V
0,199,6600,I->D->Y->K->F->Z->N->H->B->J->S->R->G->X->L->V->M->A->O->E->T->W->U->P->C->Q,V2H
0,189,8874,H->V->L->P->O->E->G->F->W->T->X->Q->M->A->Z->N->I->K->D->U->Y->R->S->J->B->C,ZgZg
0,195,7090,T->W->G->E->O->V->L->F->N->X->U->A->I->M->H->C->B->R->Z->J->Q->P->Y->D->K->S,H2V
0,191,8416,Y->N->J->W->F->B->M->L->H->S->O->K->I->C->T->E->Q->D->P->G->Z->V->A->R->X->U,ZgZg
