Generation,WalkingTime,ExposureTime,IsleOrder,WalkingPattern
0,167,5158,U->P->F->B->O->T->H->W->Q->E->J->S->D->Y->K->Z->V->X->L->C->R->M->A->I->N->G,V2H
0,159,5598,U->P->F->B->O->T->H->W->Q->E->J->S->D->Y->K->Z->V->X->L->R->M->A->C->I->N->G,H2V
0,167,5158,U->P->F->B->O->T->H->W->Q->E->J->S->D->Y->K->Z->V->X->L->C->R->M->A->I->N->G,V2H
0,167,5158,U->P->F->B->O->T->H->W->Q->E->J->S->D->Y->K->Z->V->X->L->C->R->M->A->I->N->G,V2H
0,163,5728,B->L->U->O->S->G->E->W->F->Y->T->Q->V->M->K->I->C->A->H->R->Z->X->P->J->N->D,V2H
0,173,7526,M->B->I->Z->S->O->U->A->E->Q->J->T->W->G->K->D->P->L->H->Y->C->R->N->V->F->X,ZgZg
0,175,5696,F->R->P->G->E->H->W->Y->L->U->D->N->T->Q->V->M->K->I->C->A->B->Z->X->J->O->S,V2H
0,175,7814,B->V->U->O->G->W->I->L->K->C->P->R->Q->E->X->Z->N->M->F->H->A->S->J->Y->D->T,V2H
0,167,6064,U->P->F->B->O->T->H->W->Q->E->J->S->D->N->I->K->G->X->M->V->Z->A->Y->L->R->C,H2V
0,173,5996,B->U->Y->A->Q->D->V->L->T->E->W->Z->O->G->I->K->C->P->R->X->N->M->F->H->S->J,V2H
0,183,7712,A->J->X->O->S->B->U->T->P->D->V->K->C->Q->Y->Z->R->I->L->W->H->N->F->M->E->G,H2V
0,189,6942,D->I->V->E->U->G->Z->S->J->A->R->B->H->C->K->L->N->W->P->Q->Y->T->M->F->O->X,H2V
0,197,6748,H->W->A->N->M->Z->J->Q->T->L->X->D->S->B->Y->V->I->O->G->C->R->F->U->K->P->E,V2H
0,201,6644,Q->H->W->X->J->O->M->G->Y->F->D->S->E->N->U->V->K->L->P->B->R->C->I->T->A->Z,H2V
0,205,6536,S->M->R->O->T->Z->I->X->W->G->A->H->N->Y->L->U->F->B->V->C->K->P->Q->E->J->D,V2H
0,171,6706,M->B->I->Z->S->O->A->E->Q->J->T->W->G->D->P->L->H->Y->C->R->U->K->N->V->F->X,H2V
0,183,7996,C->G->Q->M->J->S->W->A->D->U->P->K->R->N->I->B->H->T->E->Z->V->L->O->Y->F->X,V2H
